PM2.5,PM10,CO,NO2,SO2,O3,风速,压强,降水量,温度,湿度,时间
73,132,0.8,69,15,100,0.3,1018.5,89.8,14,71,2018/11/14 23:26
68,122,0.7,69,16,99,1.8,1018.5,89.8,14,71,2018/11/14 23:29
76,130,0.7,69,15,100,0.9,1018.5,89.8,14,71,2018/11/14 23:31
71,123,0.8,68,17,100,2.7,1018.5,89.8,14,71,2018/11/14 23:33
70,127,0.8,65,15,92,0.9,1018.5,89.8,14,71,2018/11/14 23:35
69,124,0.7,67,15,99,0.5,1018.6,89.8,14,71,2018/11/14 23:37
70,124,0.8,67,16,100,0.8,1018.5,89.8,14,71,2018/11/14 23:38
70,124,0.8,69,15,99,0.5,1018.6,89.8,14,71,2018/11/14 23:40
77,140,0.8,67,15,99,0.7,1018.6,89.8,14,71,2018/11/14 23:42
75,136,0.8,67,16,99,1.7,1018.6,89.8,14,71,2018/11/14 23:43
70,118,0.7,66,16,100,0.9,1018.5,89.8,14,71,2018/11/14 23:46
73,132,0.7,65,15,98,0.6,1018.5,89.8,14,72,2018/11/14 23:47
72,133,0.7,68,16,98,0.4,1018.5,89.8,14,72,2018/11/14 23:49
68,123,0.7,69,16,98,0.4,1018.6,89.8,14,71,2018/11/14 23:51
71,128,0.7,67,15,97,1.5,1018.5,89.8,14,72,2018/11/14 23:54
72,127,0.7,67,15,97,0.7,1018.6,89.8,14,72,2018/11/14 23:55
70,120,0.7,68,16,99,0.4,1018.6,89.8,14,73,2018/11/14 23:58
75,133,0.7,69,16,98,0.9,1018.7,89.8,14,73,2018/11/14 23:59
73,130,0.8,70,16,98,0.8,1018.5,89.8,14,73,2018/11/15 0:02
75,136,0.8,69,16,98,0.4,1018.5,89.8,14,74,2018/11/15 0:03
69,127,0.7,71,16,98,0.3,1018.6,89.8,14,74,2018/11/15 0:06
73,124,0.7,70,16,98,0.4,1018.6,89.8,14,74,2018/11/15 0:07
71,126,0.8,69,17,99,0.7,1018.7,89.8,14,73,2018/11/15 0:10
76,137,0.8,67,17,99,0.8,1018.6,89.8,14,74,2018/11/15 0:11
68,115,0.7,67,16,92,0.9,1018.6,89.8,14,73,2018/11/15 0:14
71,124,0.7,67,16,97,0.8,1018.7,89.8,14,74,2018/11/15 0:15
71,128,0.8,68,15,99,0.5,1018.8,89.8,14,74,2018/11/15 0:18
72,128,0.8,68,16,99,0.6,1018.8,89.8,14,74,2018/11/15 0:19
77,136,0.7,69,15,98,0.3,1018.8,89.8,14,74,2018/11/15 0:22
71,127,0.7,67,15,98,0.7,1018.9,89.8,14,74,2018/11/15 0:23
71,131,0.7,67,15,98,0.3,1018.8,89.8,14,74,2018/11/15 0:27
66,119,0.7,66,15,98,0.4,1018.8,89.8,14,74,2018/11/15 0:31
66,122,0.7,61,16,74,0.9,1018.8,89.8,14,73,2018/11/15 0:34
68,117,0.7,65,16,65,0.4,1018.8,89.8,14,73,2018/11/15 0:35
66,115,0.7,69,15,97,1.1,1018.8,89.8,14,72,2018/11/15 0:39
63,115,0.7,64,16,91,0.6,1018.8,89.8,14,73,2018/11/15 0:42
61,110,0.7,67,15,57,0.7,1018.8,89.8,14,73,2018/11/15 0:46
59,109,0.7,65,15,60,0.5,1018.8,89.8,14,73,2018/11/15 0:47
62,110,0.8,63,16,50,0.5,1018.7,89.8,14,72,2018/11/15 0:50
67,122,0.7,62,16,43,0.5,1018.7,89.8,14,73,2018/11/15 0:51
67,115,0.8,62,16,49,0.7,1018.7,89.8,14,72,2018/11/15 0:55
60,113,0.8,62,15,94,0.3,1018.6,89.8,14,73,2018/11/15 0:59
60,111,0.7,61,16,78,0.8,1018.7,89.8,14,73,2018/11/15 1:03
62,115,0.7,62,16,59,0.8,1018.7,89.8,14,72,2018/11/15 1:05
57,109,0.8,58,15,43,0.5,1018.7,89.8,14,72,2018/11/15 1:07
57,106,0.7,60,14,46,0.3,1018.7,89.8,14,72,2018/11/15 1:10
59,107,0.7,62,15,49,0.5,1018.6,89.8,14,71,2018/11/15 1:11
60,111,0.7,62,15,42,1.3,1018.5,89.8,14,72,2018/11/15 1:14
55,104,0.7,61,15,46,1,1018.5,89.8,14,72,2018/11/15 1:15
57,113,0.8,60,15,40,0.3,1018.6,89.8,14,72,2018/11/15 1:18
56,109,0.7,61,16,45,0.3,1018.8,89.8,14,71,2018/11/15 1:19
53,104,0.7,63,15,57,0.4,1018.7,89.8,14,71,2018/11/15 1:22
56,104,0.7,62,15,48,0.2,1018.7,89.8,14,71,2018/11/15 1:23
54,104,0.7,58,16,49,0.7,1018.6,89.8,14,71,2018/11/15 1:26
55,105,0.7,56,15,46,0.4,1018.7,89.8,14,71,2018/11/15 1:27
57,110,0.7,60,16,39,0.2,1018.6,89.8,14,70,2018/11/15 1:31
55,106,0.7,60,16,40,0.5,1018.6,89.8,14,70,2018/11/15 1:35
51,100,0.8,58,15,39,0.2,1018.6,89.8,14,70,2018/11/15 1:38
48,100,0.7,60,15,39,0.5,1018.6,89.8,14,70,2018/11/15 1:39
54,104,0.7,55,14,39,0.5,1018.5,89.8,14,70,2018/11/15 1:43
52,105,0.7,55,15,41,0.7,1018.4,89.8,14,70,2018/11/15 1:47
49,101,0.7,52,15,42,0.3,1018.4,89.8,14,69,2018/11/15 1:51
46,93,0.8,55,16,42,0.8,1018.5,89.8,14,69,2018/11/15 1:54
49,97,0.7,54,15,42,0.4,1018.4,89.8,14,69,2018/11/15 1:55
48,94,0.7,56,15,40,0.6,1018.4,89.8,14,69,2018/11/15 1:59
48,96,0.7,56,15,41,0.9,1018.3,89.8,14,68,2018/11/15 2:02
51,101,0.8,56,16,41,0.7,1018.4,89.8,14,69,2018/11/15 2:03
44,91,0.7,59,15,38,0.3,1018.5,89.8,14,69,2018/11/15 2:06
48,96,0.7,59,16,38,0.4,1018.4,89.8,14,69,2018/11/15 2:07
45,91,0.7,59,15,38,0.8,1018.5,89.8,14,68,2018/11/15 2:11
45,92,0.7,59,15,40,0.9,1018.6,89.8,14,69,2018/11/15 2:15
45,93,0.7,54,15,41,0.3,1018.6,89.9,14,68,2018/11/15 2:18
44,87,0.7,55,15,42,0.9,1018.6,89.9,14,69,2018/11/15 2:19
45,91,0.7,60,15,42,0.7,1018.5,89.9,14,69,2018/11/15 2:22
45,91,0.7,59,15,41,0.2,1018.4,89.9,14,70,2018/11/15 2:23
44,88,0.7,57,15,39,0.4,1018.4,89.9,14,70,2018/11/15 2:26
45,92,0.7,56,14,38,0.7,1018.2,89.9,14,70,2018/11/15 2:27
46,94,0.8,53,15,45,0.3,1018.1,89.9,14,70,2018/11/15 2:30
43,87,0.7,55,15,44,0.2,1018.1,89.9,14,70,2018/11/15 2:31
48,100,0.7,61,15,45,0.7,1018,89.9,14,70,2018/11/15 2:34
48,102,0.7,60,16,45,0.9,1018.1,89.9,14,70,2018/11/15 2:35
44,91,0.7,56,16,38,0.8,1018.1,89.9,14,70,2018/11/15 2:38
48,101,0.7,56,15,40,0.6,1018.1,89.9,14,70,2018/11/15 2:39
44,89,0.7,51,16,43,0.2,1018.1,89.9,14,70,2018/11/15 2:43
44,88,0.7,53,15,44,0.6,1018,89.9,14,70,2018/11/15 2:47
41,84,0.7,54,15,42,0.6,1017.9,89.9,14,70,2018/11/15 2:50
44,93,0.7,54,15,43,1.3,1017.9,89.9,14,69,2018/11/15 2:51
43,91,0.7,54,16,42,1.7,1018,89.9,14,69,2018/11/15 2:55
44,93,0.7,62,15,43,0.2,1017.9,89.9,14,69,2018/11/15 2:59
41,81,0.7,60,15,71,0.2,1017.8,89.9,14,69,2018/11/15 3:03
41,88,0.7,59,15,53,0.6,1017.8,89.9,14,69,2018/11/15 3:04
42,84,0.7,60,14,43,0.6,1017.8,89.9,14,70,2018/11/15 3:05
40,81,0.7,55,16,40,0.7,1017.7,89.9,14,69,2018/11/15 3:09
43,89,0.7,57,15,42,0.5,1017.8,89.9,14,69,2018/11/15 3:10
40,80,0.7,52,15,44,1,1017.8,89.9,14,68,2018/11/15 3:13
44,88,0.7,51,15,47,0.8,1017.8,89.9,14,69,2018/11/15 3:14
40,79,0.7,50,15,47,0.3,1017.8,89.9,14,68,2018/11/15 3:18
40,85,0.7,49,15,48,0.5,1017.8,89.9,14,68,2018/11/15 3:19
39,80,0.7,54,15,44,0.2,1017.8,89.9,14,68,2018/11/15 3:24
38,75,0.7,54,16,43,0.5,1017.8,89.9,14,68,2018/11/15 3:25
40,85,0.7,56,15,46,0.5,1017.7,89.9,14,68,2018/11/15 3:29
40,80,0.7,54,15,45,0.7,1017.9,89.9,14,68,2018/11/15 3:30
41,87,0.7,55,15,42,1.6,1017.9,89.9,14,68,2018/11/15 3:34
40,83,0.7,54,15,43,1.8,1017.9,89.9,14,68,2018/11/15 3:35
40,87,0.7,48,14,46,0.7,1017.9,89.9,14,69,2018/11/15 3:38
38,78,0.7,49,14,47,0.3,1017.9,89.9,14,69,2018/11/15 3:39
42,84,0.8,58,15,42,0.3,1017.9,89.9,14,69,2018/11/15 3:43
43,88,0.7,57,16,41,0.7,1018,89.9,14,70,2018/11/15 3:44
41,83,0.7,54,15,42,0.4,1018,89.9,14,72,2018/11/15 3:48
41,87,0.7,56,15,42,2.1,1018,89.9,14,72,2018/11/15 3:49
42,89,0.7,56,15,44,0.8,1017.9,89.9,14,73,2018/11/15 3:53
44,87,0.7,57,15,43,0.3,1017.9,89.9,14,73,2018/11/15 3:54
44,92,0.7,56,16,39,1,1017.9,89.9,14,73,2018/11/15 3:58
43,87,0.7,53,15,40,2.3,1017.9,89.9,14,73,2018/11/15 4:00
44,88,0.7,51,15,42,0.7,1017.8,89.9,14,73,2018/11/15 4:01
42,84,0.7,51,15,44,0.5,1017.9,89.9,14,73,2018/11/15 4:02
44,88,0.7,50,16,45,0.8,1017.9,89.9,14,73,2018/11/15 4:05
43,87,0.7,51,15,46,0.5,1017.9,89.9,14,73,2018/11/15 4:07
43,88,0.7,61,16,40,0.4,1017.9,89.9,14,73,2018/11/15 4:10
44,89,0.7,66,15,46,0.3,1017.9,89.9,14,73,2018/11/15 4:11
44,91,0.7,64,15,75,0.4,1017.9,89.9,14,73,2018/11/15 4:14
43,85,0.7,63,16,85,0.3,1017.9,89.9,14,73,2018/11/15 4:14
43,88,0.7,63,16,79,1.2,1017.9,89.9,14,73,2018/11/15 4:15
43,87,0.7,59,15,46,0.5,1018,89.9,14,74,2018/11/15 4:18
44,89,0.7,60,15,50,0.6,1018,89.9,14,73,2018/11/15 4:19
45,96,0.6,60,15,67,0.2,1018,89.9,14,74,2018/11/15 4:22
45,91,0.7,68,14,88,0.2,1018,89.9,14,74,2018/11/15 4:25
45,92,0.7,52,15,60,0.2,1018,89.9,14,74,2018/11/15 4:28
45,93,0.7,51,16,47,0.3,1018.1,89.9,14,74,2018/11/15 4:29
44,91,0.7,50,16,41,0.4,1018.1,89.9,14,74,2018/11/15 4:33
44,91,0.7,49,16,46,0.8,1018.1,89.9,14,75,2018/11/15 4:38
44,93,0.7,51,16,46,0.9,1018.1,89.9,14,75,2018/11/15 4:39
46,96,0.7,49,16,44,0.4,1018.2,89.9,14,75,2018/11/15 4:41
45,89,0.8,46,16,44,0.2,1018.2,89.9,14,76,2018/11/15 4:42
45,93,0.7,50,15,40,0.1,1018.3,89.9,13,77,2018/11/15 4:46
46,97,0.7,52,16,40,0.2,1018.4,89.9,13,78,2018/11/15 4:47
49,100,0.7,52,16,47,1.1,1018.3,89.9,13,77,2018/11/15 4:51
49,98,0.7,57,14,43,0.4,1018.3,89.9,13,78,2018/11/15 4:53
52,101,0.7,57,16,68,0.5,1018.4,89.9,13,77,2018/11/15 4:56
53,105,0.7,57,15,78,0.3,1018.4,90,13,78,2018/11/15 4:57
57,107,0.7,62,16,91,0.5,1018.3,90,13,79,2018/11/15 5:01
63,109,0.8,64,16,91,0.5,1018.3,90,13,79,2018/11/15 5:02
55,106,0.7,72,15,90,1,1018.3,90,13,80,2018/11/15 5:06
61,111,0.7,69,15,91,1.3,1018.3,90,13,81,2018/11/15 5:07
61,111,0.7,71,16,90,0.6,1018.4,90,13,81,2018/11/15 5:10
64,114,0.7,72,15,90,0.6,1018.3,90,13,81,2018/11/15 5:11
65,118,0.7,75,16,90,1.3,1018.2,90,13,82,2018/11/15 5:15
72,126,0.7,74,16,90,0.9,1018.3,90,13,82,2018/11/15 5:16
64,115,0.7,72,16,90,1,1018.2,90,13,81,2018/11/15 5:19
64,114,0.7,71,16,90,0.8,1018.2,90,13,82,2018/11/15 5:20
72,127,0.7,72,16,90,0.3,1018.3,90,13,82,2018/11/15 5:23
68,123,0.8,72,15,89,0.3,1018.3,90,13,82,2018/11/15 5:24
68,122,0.7,71,15,90,0.2,1018.3,90,13,82,2018/11/15 5:27
68,122,0.7,73,15,89,0.3,1018.3,90,13,82,2018/11/15 5:28
67,120,0.8,74,16,90,1,1018.3,90,13,82,2018/11/15 5:32
69,122,0.7,73,16,90,0.6,1018.4,90,13,82,2018/11/15 5:33
68,123,0.8,72,17,90,0.4,1018.4,90,13,82,2018/11/15 5:37
65,117,0.7,74,16,91,0.3,1018.4,90,13,81,2018/11/15 5:38
60,114,0.7,74,16,89,0.2,1018.4,90.2,13,82,2018/11/15 5:41
65,117,0.7,77,16,90,0.9,1018.4,90.2,13,82,2018/11/15 5:42
67,114,0.7,73,15,91,0.5,1018.5,90.5,13,84,2018/11/15 5:45
66,123,0.7,74,15,91,0.5,1018.5,90.6,13,84,2018/11/15 5:46
72,123,0.7,75,14,91,0.6,1018.5,90.8,12,86,2018/11/15 5:50
68,119,0.7,73,15,90,0.3,1018.5,90.9,12,87,2018/11/15 5:51
71,128,0.7,73,15,90,0.3,1018.5,91,12,87,2018/11/15 5:55
74,128,0.7,73,16,89,0.4,1018.6,91,12,88,2018/11/15 5:56
76,133,0.7,71,16,89,0.3,1018.5,91.1,12,89,2018/11/15 6:00
71,131,0.7,69,15,89,0.3,1018.6,91.1,12,89,2018/11/15 6:01
68,119,0.7,72,16,90,0.7,1018.6,91.1,12,90,2018/11/15 6:04
75,136,0.7,70,16,89,1.3,1018.6,91.2,12,90,2018/11/15 6:06
72,131,0.7,69,15,89,0.6,1018.5,91.3,12,90,2018/11/15 6:08
74,131,0.7,71,16,89,0.6,1018.7,91.4,12,91,2018/11/15 6:11
72,127,0.7,70,16,89,0.3,1018.7,91.4,12,91,2018/11/15 6:13
72,128,0.7,70,15,88,0.2,1018.6,91.5,12,91,2018/11/15 6:15
73,132,0.7,75,16,89,0.2,1018.6,91.6,12,91,2018/11/15 6:17
67,117,0.7,75,16,89,0.7,1018.7,91.7,12,92,2018/11/15 6:18
70,128,0.7,74,16,89,0.9,1018.8,92.1,12,92,2018/11/15 6:23
70,123,0.7,76,15,91,0.6,1018.7,92.2,12,92,2018/11/15 6:27
73,126,0.7,75,16,90,0.2,1018.8,92.2,12,92,2018/11/15 6:28
71,128,0.7,74,16,89,0.1,1018.9,92.2,12,93,2018/11/15 6:31
73,132,0.7,73,16,86,0.1,1018.8,92.2,12,93,2018/11/15 6:32
71,126,0.7,77,16,87,0.5,1018.8,92.2,12,94,2018/11/15 6:35
65,120,0.7,77,16,89,0.8,1018.9,92.2,12,94,2018/11/15 6:36
68,117,0.7,75,15,90,0.6,1018.9,92.3,12,93,2018/11/15 6:39
64,114,0.7,76,15,90,0.8,1018.9,92.3,12,93,2018/11/15 6:40
62,115,0.7,73,15,92,1,1019,92.4,12,93,2018/11/15 6:44
60,114,0.7,73,16,91,0.4,1019,92.4,12,93,2018/11/15 6:45
70,119,0.7,72,17,89,0.6,1019,92.4,12,93,2018/11/15 6:48
64,114,0.7,72,17,89,0.3,1019.1,92.4,12,93,2018/11/15 6:49
64,115,0.7,73,15,90,0.3,1019,92.5,12,93,2018/11/15 6:52
64,117,0.7,73,16,89,0.6,1019.1,92.5,12,93,2018/11/15 6:53
64,115,0.7,74,16,90,0.5,1019.1,92.5,12,93,2018/11/15 6:58
64,115,0.7,71,16,89,0.3,1019.2,92.5,12,93,2018/11/15 7:00
60,111,0.7,72,15,89,0.2,1019.2,92.5,12,94,2018/11/15 7:02
60,113,0.7,74,16,89,0.6,1019.2,92.5,12,94,2018/11/15 7:03
63,114,0.7,81,16,90,0.3,1019.2,92.6,12,94,2018/11/15 7:06
59,111,0.7,82,16,91,0.5,1019.2,92.6,12,94,2018/11/15 7:07
60,113,0.7,76,15,90,0.5,1019.2,92.7,12,94,2018/11/15 7:11
56,107,0.8,75,14,90,0.7,1019.2,92.7,12,93,2018/11/15 7:14
56,110,0.7,74,15,90,0.6,1019.2,92.7,12,94,2018/11/15 7:15
57,114,0.7,72,15,92,1.4,1019.1,93.2,12,93,2018/11/15 7:19
60,110,0.7,71,15,92,0.5,1019.3,93.3,12,93,2018/11/15 7:20
56,111,0.7,73,15,89,0.3,1019.3,93.6,12,94,2018/11/15 7:23
57,107,0.7,74,15,90,0.5,1019.2,93.7,12,94,2018/11/15 7:24
60,111,0.6,73,15,91,0.5,1019.1,94.2,12,94,2018/11/15 7:27
57,109,0.7,70,16,90,0.7,1019.1,94.4,12,94,2018/11/15 7:29
56,107,0.7,72,16,91,0.4,1019.1,94.5,12,94,2018/11/15 7:31
60,113,0.7,70,16,91,1.3,1019.2,94.5,12,94,2018/11/15 7:32
60,111,0.6,68,14,90,0.3,1019.1,94.5,12,94,2018/11/15 7:33
55,110,0.7,70,15,90,0.4,1019.2,94.5,12,94,2018/11/15 7:35
56,115,0.7,72,16,90,0.9,1019.3,94.5,12,94,2018/11/15 7:36
52,104,0.8,75,17,90,1.6,1019.2,94.5,12,95,2018/11/15 7:40
60,111,0.7,72,15,92,0.7,1019.2,94.5,12,95,2018/11/15 7:41
55,110,0.7,73,15,90,0.2,1019.3,94.5,12,95,2018/11/15 7:44
57,111,0.7,72,15,90,0.2,1019.3,94.5,12,95,2018/11/15 7:45
60,113,0.7,80,15,91,0.8,1019.3,94.5,12,95,2018/11/15 7:49
55,109,0.7,73,15,92,0.5,1019.3,94.5,12,94,2018/11/15 7:53
56,106,0.7,72,16,90,0.4,1019.4,94.5,12,94,2018/11/15 7:55
52,104,0.7,74,15,90,0.7,1019.5,94.5,12,94,2018/11/15 7:59
55,105,0.7,78,15,89,0.8,1019.6,94.6,12,94,2018/11/15 8:04
52,104,0.7,79,15,91,0.7,1019.6,94.8,12,94,2018/11/15 8:08
53,105,0.7,80,15,90,0.5,1019.6,94.8,12,94,2018/11/15 8:09
56,110,0.7,76,16,91,2,1019.5,94.8,12,94,2018/11/15 8:13
52,104,0.7,75,16,91,1,1019.6,94.8,12,94,2018/11/15 8:14
48,100,0.7,75,15,92,1.2,1019.6,94.8,12,93,2018/11/15 8:18
51,102,0.7,72,15,93,3.2,1019.5,94.8,12,93,2018/11/15 8:19
52,106,0.7,73,15,90,0.5,1019.6,94.8,12,94,2018/11/15 8:22
57,110,0.8,77,17,91,0.5,1019.7,94.8,12,94,2018/11/15 8:24
52,105,0.7,76,16,90,0.6,1019.6,94.8,12,94,2018/11/15 8:27
47,97,0.7,74,16,91,0.5,1019.7,94.8,12,94,2018/11/15 8:31
49,101,0.7,75,16,91,0.6,1019.6,94.8,12,94,2018/11/15 8:32
48,104,0.7,77,15,89,0.5,1019.6,94.8,12,94,2018/11/15 8:36
49,101,0.7,73,16,91,0.8,1019.5,94.8,12,93,2018/11/15 8:39
47,98,0.7,72,15,90,0.5,1019.5,94.8,12,93,2018/11/15 8:41
46,97,0.7,69,15,90,0.4,1019.4,94.8,12,93,2018/11/15 8:42
46,93,0.8,73,16,89,0.2,1019.5,94.8,12,94,2018/11/15 8:45
45,96,0.8,73,16,90,1,1019.6,94.8,12,94,2018/11/15 8:46
47,100,0.7,77,17,92,1.3,1019.6,94.8,12,93,2018/11/15 8:50
49,98,0.7,75,15,89,0.3,1019.7,94.8,12,94,2018/11/15 8:54
44,88,0.7,71,15,90,0.2,1019.8,94.8,12,93,2018/11/15 8:57
44,91,0.7,73,15,90,0.6,1019.8,94.8,12,93,2018/11/15 8:58
46,96,0.7,75,15,90,1.2,1019.8,94.8,12,93,2018/11/15 8:59
44,88,0.6,79,15,91,0.5,1019.9,94.8,12,93,2018/11/15 9:02
44,94,0.7,80,15,92,0.9,1019.9,94.8,12,93,2018/11/15 9:03
44,92,0.7,80,17,89,0.2,1020.2,94.8,12,93,2018/11/15 9:07
46,93,0.7,82,15,90,0.3,1020.3,94.8,12,93,2018/11/15 9:08
47,94,0.7,80,15,92,0.4,1020.3,94.8,12,93,2018/11/15 9:12
44,96,0.7,77,15,91,0.5,1020.3,94.8,12,92,2018/11/15 9:16
44,89,0.7,74,16,92,0.3,1020.3,94.8,12,92,2018/11/15 9:17
45,94,0.8,79,16,93,0.7,1020.2,94.8,12,92,2018/11/15 9:21
44,93,0.7,79,16,91,0.5,1020.1,94.8,12,92,2018/11/15 9:22
45,94,0.6,80,15,92,0.1,1020,94.8,12,92,2018/11/15 9:25
45,98,0.6,81,15,90,1,1020,94.8,12,92,2018/11/15 9:26
44,91,0.7,79,15,93,0.8,1020,94.8,12,91,2018/11/15 9:30
44,89,0.7,80,15,93,0.3,1020,94.8,12,91,2018/11/15 9:31
44,89,0.7,75,16,92,0.7,1020,94.8,12,91,2018/11/15 9:35
41,83,0.7,74,15,92,1.2,1020.1,94.8,12,90,2018/11/15 9:36
43,92,0.7,79,16,92,0.4,1020.1,94.8,12,92,2018/11/15 9:40
44,91,0.7,75,15,92,0.6,1020.2,94.8,12,91,2018/11/15 9:44
44,93,0.7,75,15,91,0.1,1020.1,94.8,12,91,2018/11/15 9:45
43,84,0.7,82,16,92,1,1020.1,94.8,12,91,2018/11/15 9:49
45,93,0.7,76,15,92,0.9,1020,94.8,12,89,2018/11/15 9:54
43,87,0.7,76,15,93,0.5,1020.1,94.8,12,89,2018/11/15 9:55
46,96,0.7,77,16,91,0.6,1020.1,94.8,12,90,2018/11/15 9:59
44,88,0.7,81,15,92,0.4,1020.1,94.8,12,89,2018/11/15 10:04
43,89,0.7,77,16,92,0.3,1020.1,94.8,13,89,2018/11/15 10:09
46,94,0.7,80,16,91,0.2,1020.1,94.8,13,89,2018/11/15 10:10
44,89,0.7,84,17,93,0.5,1020.1,94.8,13,87,2018/11/15 10:14
44,94,0.7,79,16,91,0.4,1020.1,94.8,13,89,2018/11/15 10:17
40,81,0.7,78,16,92,1.5,1020.1,94.8,13,87,2018/11/15 10:18
44,89,0.7,75,15,93,1,1020.1,94.8,13,87,2018/11/15 10:19
44,89,0.7,76,15,87,0.4,1020,94.8,13,89,2018/11/15 10:23
46,94,0.7,77,16,90,0.6,1020,94.8,13,89,2018/11/15 10:27
45,92,0.7,75,16,89,0.3,1019.9,94.8,13,88,2018/11/15 10:28
43,88,0.6,76,15,91,0.4,1019.8,94.8,13,89,2018/11/15 10:32
44,89,0.7,79,15,92,0.2,1019.8,94.8,13,89,2018/11/15 10:33
44,91,0.7,84,15,91,0.5,1019.6,94.8,13,87,2018/11/15 10:38
46,94,0.7,76,16,92,0.7,1019.6,94.8,13,88,2018/11/15 10:43
44,92,0.7,77,16,90,0.2,1019.5,94.8,13,88,2018/11/15 10:45
44,88,0.7,74,16,92,0.6,1019.4,94.8,13,88,2018/11/15 10:48
43,89,0.7,77,16,92,0.6,1019.3,94.8,13,87,2018/11/15 10:49
42,88,0.7,75,16,91,0.2,1019.3,94.8,13,86,2018/11/15 10:53
44,89,0.7,72,16,92,1,1019.2,94.8,13,86,2018/11/15 10:55
42,89,0.7,77,15,93,0.9,1019.1,94.8,13,85,2018/11/15 10:58
45,92,0.7,77,15,94,0.5,1019.2,94.8,13,86,2018/11/15 10:59
43,89,0.7,74,16,94,0.7,1019.2,94.8,13,86,2018/11/15 11:02
44,89,0.7,77,16,94,0.9,1019.1,94.8,13,86,2018/11/15 11:03
41,81,0.7,80,16,94,0.3,1019.3,94.8,13,86,2018/11/15 11:07
40,81,0.7,87,16,95,0.4,1019.1,94.8,13,85,2018/11/15 11:17
42,85,0.6,83,15,93,0.7,1019.1,94.8,13,85,2018/11/15 11:21
42,91,0.7,84,16,94,0.8,1019.2,94.8,13,85,2018/11/15 11:22
41,81,0.7,76,16,95,1.1,1019.1,94.8,13,83,2018/11/15 11:26
41,85,0.7,78,15,95,1.7,1019.1,94.8,13,84,2018/11/15 11:27
44,91,0.7,82,15,94,0.5,1018.9,94.8,13,86,2018/11/15 11:31
40,81,0.7,83,16,93,0.9,1019,94.8,13,85,2018/11/15 11:32
44,91,0.7,82,15,93,0.3,1018.9,94.8,13,85,2018/11/15 11:36
42,88,0.7,79,15,94,0.4,1018.9,94.8,13,84,2018/11/15 11:38
40,79,0.7,82,16,94,1,1018.9,94.8,13,84,2018/11/15 11:40
40,79,0.7,79,16,93,0.7,1018.8,94.8,13,84,2018/11/15 11:44
39,79,0.8,80,15,94,0.7,1018.7,94.8,13,83,2018/11/15 11:45
40,81,0.7,77,16,95,0.3,1018.7,94.8,13,83,2018/11/15 11:49
41,80,0.7,74,16,94,0.2,1018.6,94.8,13,83,2018/11/15 11:50
44,88,0.7,73,15,93,0.5,1018.5,94.8,14,84,2018/11/15 11:54
40,87,0.7,73,16,92,1.5,1018.5,94.8,14,83,2018/11/15 11:56
42,84,0.7,76,16,93,0.3,1018.5,94.8,14,83,2018/11/15 11:58
40,84,0.7,76,16,92,0.6,1018.5,94.8,14,82,2018/11/15 11:59
41,88,0.7,74,16,92,0.4,1018.5,94.8,14,82,2018/11/15 12:03
40,79,0.7,67,15,93,0.4,1017.8,94.9,14,82,2018/11/15 12:33
38,76,0.7,71,15,92,1.1,1017.7,94.9,14,80,2018/11/15 12:37
38,75,0.7,69,15,93,0.5,1017.7,94.9,14,80,2018/11/15 12:39
37,78,0.7,68,15,90,0.4,1017.8,94.9,14,81,2018/11/15 12:41
38,74,0.7,68,15,90,0.3,1017.7,94.9,14,81,2018/11/15 12:42
36,70,0.7,73,15,92,0.7,1017.7,94.9,14,80,2018/11/15 12:46
37,75,0.7,73,15,94,0.8,1017.6,94.9,14,81,2018/11/15 12:48
37,75,0.7,70,15,92,0.6,1017.5,94.9,14,80,2018/11/15 12:51
36,70,0.7,68,14,92,1.2,1017.5,94.9,14,81,2018/11/15 12:52
35,71,0.7,73,15,92,0.9,1017.4,94.9,14,80,2018/11/15 12:57
35,67,0.7,70,15,93,0.2,1017.4,94.9,14,80,2018/11/15 12:59
37,72,0.7,73,16,94,0.5,1017.4,94.9,14,79,2018/11/15 13:03
34,68,0.7,77,15,93,0.5,1017.3,94.9,14,80,2018/11/15 13:07
36,71,0.7,73,15,93,0.5,1017.2,94.9,14,80,2018/11/15 13:09
36,71,0.7,77,16,92,0.4,1017.3,94.9,14,80,2018/11/15 13:11
34,70,0.7,73,16,92,0.4,1017.2,94.9,14,80,2018/11/15 13:14
36,70,0.7,75,15,91,0.4,1017.1,94.9,14,80,2018/11/15 13:15
36,74,0.7,79,15,93,0.7,1017,94.9,15,80,2018/11/15 13:19
37,74,0.7,79,15,93,0.5,1017.1,94.9,15,80,2018/11/15 13:20
36,74,0.7,78,15,94,0.3,1017.2,95,15,78,2018/11/15 13:24
36,71,0.7,77,15,94,0.8,1017.1,95,15,78,2018/11/15 13:25
36,68,0.7,76,16,93,0.7,1017,95,15,79,2018/11/15 13:28
36,74,0.7,78,15,93,0.4,1017,95,15,78,2018/11/15 13:29
37,78,0.7,73,15,92,0.7,1017,95,15,80,2018/11/15 13:32
35,67,0.7,73,15,92,0.6,1016.9,95,15,79,2018/11/15 13:33
37,74,0.7,72,16,94,0.4,1017.1,95,15,79,2018/11/15 13:37
34,68,0.7,70,16,93,0.7,1017,95,15,78,2018/11/15 13:38
36,74,0.7,72,15,91,0.5,1017.2,95,15,79,2018/11/15 13:42
